# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
6.55           	U              	(2.18152010e-01 3.50527889e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.18152010e-01 3.50527889e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
6.6            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
6.6            	U              	(2.18931311e-01 3.49088200e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.18931311e-01 3.49088200e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
6.65           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
6.65           	U              	(2.19705743e-01 3.47649249e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.19705743e-01 3.47649249e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
6.7            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
6.7            	U              	(2.20475347e-01 3.46211165e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.20475347e-01 3.46211165e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
6.75           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
6.75           	U              	(2.21240160e-01 3.44774071e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.21240160e-01 3.44774071e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
6.8            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
6.8            	U              	(2.22000221e-01 3.43338089e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.22000221e-01 3.43338089e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
6.85           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
6.85           	U              	(2.22755566e-01 3.41903335e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.22755566e-01 3.41903335e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
6.9            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
6.9            	U              	(2.23506233e-01 3.40469924e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.23506233e-01 3.40469924e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
6.95           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
6.95           	U              	(2.24252258e-01 3.39037965e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.24252258e-01 3.39037965e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7              	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7              	U              	(2.24993677e-01 3.37607560e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.24993677e-01 3.37607560e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.05           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.05           	U              	(2.25730526e-01 3.36178801e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.25730526e-01 3.36178801e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.1            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.1            	U              	(2.26462840e-01 3.34751786e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.26462840e-01 3.34751786e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.15           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.15           	U              	(2.27190653e-01 3.33326608e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.27190653e-01 3.33326608e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.2            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.2            	U              	(2.27914000e-01 3.31903360e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.27914000e-01 3.31903360e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.25           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.25           	U              	(2.28632914e-01 3.30482135e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.28632914e-01 3.30482135e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.3            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.3            	U              	(2.29347428e-01 3.29063024e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.29347428e-01 3.29063024e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.35           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.35           	U              	(2.30057577e-01 3.27646113e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.30057577e-01 3.27646113e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.4            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.4            	U              	(2.30763391e-01 3.26231490e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.30763391e-01 3.26231490e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.45           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.45           	U              	(2.31464904e-01 3.24819239e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.31464904e-01 3.24819239e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.5            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.5            	U              	(2.32162148e-01 3.23409442e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.32162148e-01 3.23409442e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.55           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.55           	U              	(2.32855153e-01 3.22002179e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.32855153e-01 3.22002179e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.6            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.6            	U              	(2.33543950e-01 3.20597528e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.33543950e-01 3.20597528e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.65           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.65           	U              	(2.34228571e-01 3.19195563e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.34228571e-01 3.19195563e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.7            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.7            	U              	(2.34909046e-01 3.17796358e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.34909046e-01 3.17796358e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.75           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.75           	U              	(2.35585405e-01 3.16399985e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.35585405e-01 3.16399985e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.8            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.8            	U              	(2.36257678e-01 3.15006512e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.36257678e-01 3.15006512e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.85           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.85           	U              	(2.36925893e-01 3.13616007e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.36925893e-01 3.13616007e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.9            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.9            	U              	(2.37590081e-01 3.12228535e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.37590081e-01 3.12228535e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
7.95           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
7.95           	U              	(2.38250270e-01 3.10844159e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.38250270e-01 3.10844159e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8              	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8              	U              	(2.38906489e-01 3.09462939e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.38906489e-01 3.09462939e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.05           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.05           	U              	(2.39558765e-01 3.08084936e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.39558765e-01 3.08084936e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.1            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.1            	U              	(2.40207126e-01 3.06710208e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.40207126e-01 3.06710208e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.15           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.15           	U              	(2.40851601e-01 3.05338809e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.40851601e-01 3.05338809e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.2            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.2            	U              	(2.41492217e-01 3.03970794e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.41492217e-01 3.03970794e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.25           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.25           	U              	(2.42129001e-01 3.02606197e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.42129001e-01 3.02606197e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.3            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.3            	U              	(2.42761981e-01 3.01245102e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.42761981e-01 3.01245102e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.35           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.35           	U              	(2.43391181e-01 2.99887555e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.43391181e-01 2.99887555e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.4            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.4            	U              	(2.44016629e-01 2.98533596e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.44016629e-01 2.98533596e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.45           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.45           	U              	(2.44638350e-01 2.97183270e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.44638350e-01 2.97183270e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.5            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.5            	U              	(2.45256371e-01 2.95836618e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.45256371e-01 2.95836618e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.55           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.55           	U              	(2.45870717e-01 2.94493685e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.45870717e-01 2.94493685e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.6            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.6            	U              	(2.46481413e-01 2.93154512e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.46481413e-01 2.93154512e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.65           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.65           	U              	(2.47088485e-01 2.91819139e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.47088485e-01 2.91819139e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.7            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.7            	U              	(2.47691957e-01 2.90487606e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.47691957e-01 2.90487606e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.75           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.75           	U              	(2.48291854e-01 2.89159950e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.48291854e-01 2.89159950e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.8            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.8            	U              	(2.48888200e-01 2.87836207e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.48888200e-01 2.87836207e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.85           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.85           	U              	(2.49481020e-01 2.86516414e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.49481020e-01 2.86516414e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.9            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.9            	U              	(2.50070338e-01 2.85200604e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.50070338e-01 2.85200604e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
8.95           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
8.95           	U              	(2.50656177e-01 2.83888811e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.50656177e-01 2.83888811e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9              	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9              	U              	(2.51238561e-01 2.82581067e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.51238561e-01 2.82581067e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.05           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.05           	U              	(2.51817513e-01 2.81277402e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.51817513e-01 2.81277402e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.1            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.1            	U              	(2.52393057e-01 2.79977846e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.52393057e-01 2.79977846e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.15           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.15           	U              	(2.52965216e-01 2.78682427e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.52965216e-01 2.78682427e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.2            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.2            	U              	(2.53534011e-01 2.77391172e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.53534011e-01 2.77391172e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.25           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.25           	U              	(2.54099467e-01 2.76104109e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.54099467e-01 2.76104109e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.3            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.3            	U              	(2.54661605e-01 2.74821262e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.54661605e-01 2.74821262e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.35           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.35           	U              	(2.55220447e-01 2.73542656e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.55220447e-01 2.73542656e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.4            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.4            	U              	(2.55776015e-01 2.72268313e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.55776015e-01 2.72268313e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.45           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.45           	U              	(2.56328331e-01 2.70998257e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.56328331e-01 2.70998257e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.5            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.5            	U              	(2.56877418e-01 2.69732508e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.56877418e-01 2.69732508e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.55           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.55           	U              	(2.57423295e-01 2.68471087e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.57423295e-01 2.68471087e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.6            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.6            	U              	(2.57965985e-01 2.67214013e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.57965985e-01 2.67214013e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.65           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.65           	U              	(2.58505509e-01 2.65961306e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.58505509e-01 2.65961306e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.7            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.7            	U              	(2.59041886e-01 2.64712982e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.59041886e-01 2.64712982e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.75           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.75           	U              	(2.59575140e-01 2.63469058e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.59575140e-01 2.63469058e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.8            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.8            	U              	(2.60105289e-01 2.62229551e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.60105289e-01 2.62229551e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
